"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction"
-1.2875037319604,3.71079632910354,-9.03971722092493,3.28455780206405e-18,1.70746318086928e-16,30.6457146573416,"FAM57B","Down"
-1.60571300341716,3.24409958347884,-9.03750419685022,3.34234788713452e-18,1.73215893732328e-16,30.628621909982,"GPR17","Down"
-1.01831367642964,1.24053424176559,-9.00408568917648,4.34788934765592e-18,2.22588146755528e-16,30.3708742113622,"TRIM67","Down"
1.20746291478825,3.46703155513012,8.9877560331458,4.94295166509744e-18,2.52285257258291e-16,30.2451789495397,"SLC11A1","Up"
-1.12169943773663,3.80774124691296,-8.97926060849388,5.28372268185252e-18,2.68053437139886e-16,30.179851853614,"FAM222A","Down"
1.09389219308232,2.5671266242015,8.96286800705143,6.00833252815217e-18,2.99403386898423e-16,30.0539244147547,"MSR1","Up"
1.06102916747355,1.71736065288786,8.95389324471469,6.44586259914399e-18,3.19316658109948e-16,29.985051206848,"THBS1","Up"
-1.45185890639421,2.86235796430731,-8.94729076652697,6.78774000146319e-18,3.35266583122125e-16,29.9344150825661,"INA","Down"
-1.41672453553489,7.4994660224475,-8.9326472523115,7.61135580659541e-18,3.72668796076995e-16,29.8222068850276,"ALDOC","Down"
1.00050400461513,2.12702351002143,8.91664360409608,8.62487510007535e-18,4.17438998018877e-16,29.6997291320853,"FAM20A","Up"
-1.52266277677748,4.67782372560244,-8.91185332747658,8.95344120011165e-18,4.32099742502809e-16,29.663099642584,"ASIC4","Down"
1.25205558085221,6.35792347713299,8.90897288454526,9.15694482781777e-18,4.3940291092574e-16,29.6410808435286,"TAGLN","Up"
-1.09693811243814,3.44687820513367,-8.90547970515227,9.40988951950155e-18,4.50257866980013e-16,29.6143850871715,"H2AFY2","Down"
1.62017400184208,1.74249836486623,8.89276908846519,1.03900322022511e-17,4.9295580952821e-16,29.5173116679799,"POSTN","Up"
-1.17182261655589,1.67964069239174,-8.86621468365285,1.27754927375615e-17,5.96059900772156e-16,29.3148366443394,"RP11-1C8.7","Down"
-1.02877992401355,3.19586603366325,-8.85678164223274,1.37473188224853e-17,6.37868019082975e-16,29.2430168631444,"NRXN1","Down"
-1.02321061087386,2.23192061696025,-8.84996443658484,1.44948552277302e-17,6.6886807287852e-16,29.1911478665487,"MAPT-AS1","Down"
-1.17996938104474,3.72296410233545,-8.83526303342743,1.62465840301472e-17,7.41575107912652e-16,29.0793909683544,"DLL1","Down"
-1.15707914991958,2.6215080824749,-8.83331295257964,1.64941534640126e-17,7.50840612957741e-16,29.0645770796573,"SCN3B","Down"
1.55496359715178,5.58992349712215,8.83194208097367,1.66704214255927e-17,7.5681915922172e-16,29.0541646152576,"AEBP1","Up"
-1.01311501539623,2.73200537249287,-8.82853135053391,1.71171063185232e-17,7.75009198179802e-16,29.0282635195721,"PCBP3","Down"
1.34533258296701,2.28571376365271,8.80978441858203,1.9792201451332e-17,8.86595875119107e-16,28.8860300392075,"HOTAIRM1","Up"
1.07488886639189,3.91901814789082,8.79624813845204,2.19770905969885e-17,9.79259621494912e-16,28.7834676538191,"FSTL1","Up"
-1.93608486739999,3.45763253060917,-8.7805547522323,2.48102372954661e-17,1.0939236302815e-15,28.6647060162326,"C5orf38","Down"
-1.18832500945387,4.21545815479346,-8.77997198016689,2.49221311813747e-17,1.09598813443315e-15,28.660298814332,"GRIA2","Down"
-1.2094268666009,3.32905988084282,-8.74709174125915,3.21140750644349e-17,1.37632917636203e-15,28.4119909774475,"CELF5","Down"
-1.18649971583777,1.64053603681798,-8.74546544022544,3.25187591769487e-17,1.39013568735367e-15,28.3997271222601,"RP5-1177M21.1","Down"
1.02580335792382,2.59114253240626,8.72858985207532,3.7027579379225e-17,1.57092070399065e-15,28.2725682811723,"RDH10","Up"
-1.46063998430238,5.91470516547839,-8.680320076064,5.36281440967938e-17,2.21386968387818e-15,27.9098524604126,"RUNDC3A","Down"
-1.55867785757658,3.24113019369873,-8.66992589119672,5.80696906582039e-17,2.37972700670591e-15,27.8319414792704,"LPPR3","Down"
